income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
FLUCTUATING,88265.51,243556,682675.12,Category C (Partnership/Proprietorship),2.38,407839.24,0,0,1,0,1,0,2,88.47,579
STABLE,109534.93,189179,254234.29,Category A (MNC/Govt/PSU),0.63,554387.24,0,0,2,1,0,0,2,55.13,766
FLUCTUATING,73195.84,146041,284741.35,Category B (Private Ltd),4.56,403367.8,0,0,4,0,1,1,4,66.86,665
STABLE,76057.85,165520,332832.02,Category A (MNC/Govt/PSU),3.06,556039.53,0,0,5,1,1,1,6,83.81,684
STABLE,7587.44,14990,42654.0,Category A (MNC/Govt/PSU),10.67,35229.52,0,0,2,1,0,1,3,32.28,735
STABLE,75954.78,165098,276824.99,Category B (Private Ltd),0.42,12934.06,1,0,1,1,0,0,2,41.77,638
STABLE,44990.21,108183,250973.06,Category A (MNC/Govt/PSU),14.29,133063.28,2,0,2,0,0,0,3,37.96,683
STABLE,135504.66,274609,748173.74,Category B (Private Ltd),6.24,557844.35,0,0,0,0,0,0,0,93.87,692
STABLE,42667.51,106602,256513.88,Unlisted,4.16,378446.14,0,0,3,1,0,1,3,72.65,699
STABLE,51327.7,137070,140778.21,Category A (MNC/Govt/PSU),7.44,202328.18,3,0,3,1,1,0,3,27.25,630
UNSTABLE,80975.13,143626,390643.3,Unlisted,0.12,660826.95,1,0,5,1,1,1,6,18.15,567
FLUCTUATING,34001.38,79907,175505.64,Category A (MNC/Govt/PSU),16.87,6069.53,0,0,1,0,0,1,2,48.46,632
STABLE,94557.44,252135,691648.87,Category C (Partnership/Proprietorship),6.69,909533.19,0,0,2,0,1,0,3,26.37,730
STABLE,20931.85,56327,107863.84,Category A (MNC/Govt/PSU),3.43,235638.05,0,0,0,0,0,0,1,70.93,709
STABLE,76101.14,181640,536921.26,Category C (Partnership/Proprietorship),14.92,13619.6,1,1,3,1,1,1,4,17.07,585
STABLE,74351.08,245051,512191.7,Category B (Private Ltd),4.75,13550.51,0,0,5,1,1,1,6,11.51,671
STABLE,52078.18,129848,145068.61,Category A (MNC/Govt/PSU),7.39,204306.74,0,0,0,0,0,0,1,53.98,789
UNSTABLE,100139.47,204767,468075.0,Category B (Private Ltd),15.71,352439.46,0,0,2,0,0,1,3,65.15,669
UNSTABLE,15655.95,49585,53174.44,Category C (Partnership/Proprietorship),8.69,3429.94,0,0,5,1,1,1,5,29.59,565
STABLE,60085.36,192303,247584.98,Category A (MNC/Govt/PSU),13.14,875830.11,0,0,3,1,1,1,4,84.97,692
STABLE,11027.52,24523,41481.49,Category A (MNC/Govt/PSU),2.79,103745.0,0,0,2,0,1,0,3,76.45,654
STABLE,73907.95,224126,368021.79,Category B (Private Ltd),3.2,994708.94,0,0,2,1,0,0,2,64.34,734
FLUCTUATING,39774.67,110268,137195.05,Category B (Private Ltd),2.26,155184.04,0,0,4,1,1,1,5,28.69,643
FLUCTUATING,20819.59,46992,56748.59,Category A (MNC/Govt/PSU),0.63,192414.19,0,0,3,1,1,1,4,62.37,650
STABLE,66348.44,161154,443993.35,Category A (MNC/Govt/PSU),2.77,15553.31,0,0,4,0,1,1,4,39.8,696
STABLE,67002.99,143485,163394.57,Category C (Partnership/Proprietorship),10.41,536371.96,0,0,5,1,1,1,6,71.36,717
STABLE,115435.12,237618,310377.39,Unlisted,6.49,1166816.74,0,0,0,0,0,0,1,14.54,739
STABLE,23545.91,53977,101327.29,Category A (MNC/Govt/PSU),9.71,247506.31,0,0,3,0,0,1,4,69.85,735
STABLE,96881.61,162863,318409.85,Category C (Partnership/Proprietorship),4.56,120832.69,1,0,1,0,0,0,2,73.51,646
STABLE,29906.19,85060,222182.13,Category B (Private Ltd),4.45,132664.77,0,0,4,1,1,0,5,62.32,722
STABLE,9440.54,27992,52175.56,Unlisted,1.44,1377.94,0,0,3,1,1,0,4,10.2,580
STABLE,47663.84,79489,160374.08,Category A (MNC/Govt/PSU),6.32,160576.04,0,0,2,1,0,0,3,88.27,679
STABLE,49733.81,103738,287855.62,Category A (MNC/Govt/PSU),0.71,2794.8,0,0,3,1,0,1,4,25.1,641
STABLE,38499.68,75687,164018.31,Category A (MNC/Govt/PSU),0.84,316989.6,0,0,1,0,1,0,2,79.81,696
STABLE,120209.83,242860,372999.05,Category C (Partnership/Proprietorship),2.74,783254.03,1,0,5,1,1,1,6,60.7,656
FLUCTUATING,122431.18,256421,660579.31,Category C (Partnership/Proprietorship),3.48,16718.74,0,0,4,1,1,0,4,48.51,590
FLUCTUATING,111804.14,199291,369512.74,Category B (Private Ltd),0.67,269250.38,0,0,5,1,1,1,5,51.97,657
FLUCTUATING,43228.44,75774,207191.71,Category A (MNC/Govt/PSU),0.75,213809.77,0,0,1,0,0,0,1,29.09,673
STABLE,77487.08,149081,248009.02,Category C (Partnership/Proprietorship),2.0,12209.88,0,0,4,1,1,1,4,54.44,645
STABLE,13963.31,29348,61704.58,Category A (MNC/Govt/PSU),2.61,136353.49,0,0,0,0,0,0,1,34.66,735
STABLE,15048.76,26535,52614.33,Category C (Partnership/Proprietorship),1.12,132492.51,0,0,4,1,1,1,5,66.87,658
STABLE,53142.75,93050,238905.6,Category A (MNC/Govt/PSU),0.92,6690.66,0,0,4,1,1,1,5,22.77,666
STABLE,22709.41,218803,99488.37,Category C (Partnership/Proprietorship),13.48,938701.78,0,0,3,1,0,1,3,37.41,841
STABLE,5847.01,15312,43486.95,Category C (Partnership/Proprietorship),3.34,64358.6,0,0,2,0,0,1,3,83.3,599
STABLE,106122.86,218181,638145.11,Category B (Private Ltd),5.51,1019277.91,0,0,3,1,1,0,3,87.92,662
FLUCTUATING,69277.0,121839,295720.86,Category B (Private Ltd),0.37,547643.77,0,0,5,1,1,1,5,84.27,587
UNSTABLE,121038.54,213970,590823.74,Category B (Private Ltd),3.54,12429.74,1,0,4,0,1,1,5,64.67,522
STABLE,37566.39,63724,160681.76,Unlisted,0.83,289830.0,0,0,1,0,1,0,1,19.29,672
UNSTABLE,32092.25,54273,83919.26,Category C (Partnership/Proprietorship),2.66,3960.52,0,0,1,0,0,0,1,20.22,568
STABLE,33216.54,97925,155439.06,Category A (MNC/Govt/PSU),1.53,2544.43,0,0,3,1,1,1,3,25.93,651
STABLE,62720.24,147887,259147.65,Category C (Partnership/Proprietorship),2.42,360952.75,0,0,4,1,0,1,4,60.2,687
FLUCTUATING,48916.08,162804,460036.25,Category A (MNC/Govt/PSU),10.09,172298.53,0,0,5,1,1,1,6,78.91,649
STABLE,6242.29,14063,31511.73,Category A (MNC/Govt/PSU),2.85,776.69,0,0,0,0,0,0,1,53.45,651
STABLE,99334.17,219983,650206.21,Category B (Private Ltd),6.91,20722.4,0,0,5,1,1,1,6,64.47,662
STABLE,120458.15,289822,783538.06,Unlisted,6.83,26463.99,0,0,4,1,1,0,4,73.05,621
FLUCTUATING,25723.27,82565,146925.53,Category C (Partnership/Proprietorship),5.32,20018.11,0,0,0,0,0,0,1,25.95,649
STABLE,127776.14,280243,693442.5,Unlisted,2.29,1386296.79,0,0,3,1,0,1,3,52.47,699
STABLE,38033.4,74778,109345.33,Category C (Partnership/Proprietorship),5.36,264727.81,0,0,3,0,0,1,4,27.27,725
STABLE,62807.04,158964,474513.03,Category B (Private Ltd),23.03,409082.78,0,0,5,1,1,1,6,83.22,682
STABLE,18448.02,36972,107255.51,Unlisted,18.49,132775.13,2,0,0,0,0,0,1,14.59,654
FLUCTUATING,103233.54,221336,451931.3,Category A (MNC/Govt/PSU),6.59,353201.42,0,0,5,1,1,1,5,86.3,615
STABLE,15765.19,35626,85670.03,Category A (MNC/Govt/PSU),9.12,65713.86,0,0,3,1,0,1,3,73.54,728
STABLE,27447.69,61969,139762.35,Category B (Private Ltd),12.71,110084.87,0,0,5,1,1,1,6,91.24,671
STABLE,111677.52,292158,774547.55,Category B (Private Ltd),8.03,1245085.98,0,1,5,1,1,1,5,67.17,661
FLUCTUATING,40911.39,105690,224337.4,Category B (Private Ltd),1.05,156685.69,0,0,1,0,0,0,2,69.09,637
STABLE,62069.88,179389,473457.84,Category C (Partnership/Proprietorship),10.94,342143.6,0,0,1,0,0,0,2,45.33,764
STABLE,93710.67,168803,331848.0,Category B (Private Ltd),5.53,677898.89,0,0,0,0,0,0,1,23.68,767
STABLE,12884.4,23710,31465.25,Category B (Private Ltd),3.92,42208.45,0,0,0,0,0,0,0,49.53,692
STABLE,96570.61,247303,550437.26,Unlisted,13.32,260315.98,0,0,3,1,1,0,4,61.97,658
STABLE,64755.18,169124,430191.09,Category A (MNC/Govt/PSU),1.09,411129.81,0,0,5,1,1,1,5,47.99,740
STABLE,130969.22,269771,700297.65,Category C (Partnership/Proprietorship),7.33,25339.17,0,0,2,0,1,0,3,75.2,654
FLUCTUATING,60708.76,186192,362486.79,Category B (Private Ltd),8.7,773610.86,0,0,4,1,0,1,5,75.03,678
FLUCTUATING,62571.87,106365,252515.23,Category C (Partnership/Proprietorship),1.17,309949.65,0,0,1,0,0,0,1,14.44,684
STABLE,38478.91,107704,255761.64,Category A (MNC/Govt/PSU),0.04,369939.87,0,0,4,1,0,1,4,29.62,762
STABLE,31372.34,83906,192622.61,Category A (MNC/Govt/PSU),3.06,250775.87,0,0,4,0,1,1,4,11.33,769
STABLE,100317.99,256401,523748.63,Category A (MNC/Govt/PSU),2.16,1241210.33,0,0,3,1,0,1,3,27.57,772
STABLE,12977.94,26283,31782.55,Category A (MNC/Govt/PSU),8.12,53839.06,0,0,4,1,1,0,4,13.09,740
STABLE,13221.25,25174,57565.48,Category B (Private Ltd),4.24,113413.7,0,0,5,1,1,1,5,46.94,736
FLUCTUATING,15995.35,39221,55559.11,Category A (MNC/Govt/PSU),9.12,32033.2,0,0,4,1,1,0,5,82.83,592
FLUCTUATING,113131.67,235052,304301.95,Unlisted,0.76,535106.25,0,0,3,0,1,1,4,21.67,642
STABLE,48721.77,107814,179035.87,Category C (Partnership/Proprietorship),3.46,1628.39,0,0,3,1,0,1,3,82.46,547
STABLE,111971.56,238641,295940.32,Category A (MNC/Govt/PSU),3.91,578315.4,1,0,5,1,1,1,5,43.08,718
STABLE,79420.11,197703,393483.09,Category B (Private Ltd),2.0,326868.82,0,0,4,1,1,0,5,19.9,744
STABLE,117799.69,266519,681621.41,Category B (Private Ltd),2.39,22431.27,0,0,3,1,0,1,3,10.68,688
STABLE,79552.62,221304,238071.59,Category A (MNC/Govt/PSU),6.52,203212.77,1,0,5,1,1,1,6,21.94,700
FLUCTUATING,84707.65,227546,421461.94,Category B (Private Ltd),4.05,230211.85,0,0,4,1,0,1,4,66.65,641
STABLE,71043.58,130906,295397.5,Category C (Partnership/Proprietorship),13.71,632341.15,0,0,4,1,0,1,5,78.96,729
STABLE,22366.86,45467,121085.75,Category B (Private Ltd),0.27,3610.01,0,0,0,0,0,0,0,32.03,674
STABLE,95911.78,273045,688987.82,Category A (MNC/Govt/PSU),15.72,18734.11,0,0,1,1,0,0,2,12.92,701
STABLE,17273.15,34886,93401.14,Category C (Partnership/Proprietorship),2.34,29725.37,0,0,3,1,0,1,4,51.28,693
STABLE,43366.47,106692,216828.41,Category A (MNC/Govt/PSU),19.2,126995.85,0,0,1,0,0,0,2,81.7,693
STABLE,26378.36,71223,90988.24,Category B (Private Ltd),1.47,274454.68,0,0,0,0,0,0,0,67.72,704
FLUCTUATING,35303.49,68499,116626.04,Category A (MNC/Govt/PSU),4.14,269108.74,0,0,5,1,1,1,5,55.21,685
STABLE,127640.26,291539,511690.44,Category B (Private Ltd),4.46,320760.39,0,0,3,1,1,0,3,74.53,688
STABLE,51327.83,151127,423461.76,Category C (Partnership/Proprietorship),2.7,13019.23,0,0,5,1,1,1,5,59.89,648
STABLE,103354.17,252329,609821.13,Category A (MNC/Govt/PSU),1.52,102450.73,0,0,0,0,0,0,1,32.78,737
STABLE,18408.66,205074,74002.42,Unlisted,18.62,778734.0,0,0,5,1,1,1,5,45.23,820
STABLE,47693.63,104869,114808.24,Category A (MNC/Govt/PSU),11.23,403872.4,0,0,5,1,1,1,5,66.38,755
STABLE,22084.28,38593,105368.3,Category B (Private Ltd),3.59,100222.52,1,0,1,0,0,0,1,13.15,685
FLUCTUATING,5539.74,18378,45715.84,Category C (Partnership/Proprietorship),1.69,74640.79,0,0,1,1,0,0,2,12.51,598
STABLE,98925.92,224523,654398.72,Category A (MNC/Govt/PSU),2.89,19864.08,0,0,0,0,0,0,1,63.84,681
STABLE,39513.51,114893,140482.14,Category C (Partnership/Proprietorship),3.18,117759.88,0,0,0,0,0,0,1,90.19,622
STABLE,154360.63,299208,596277.85,Category A (MNC/Govt/PSU),9.18,29634.1,0,0,3,1,0,1,4,32.88,701
UNSTABLE,77243.81,175516,292698.2,Category A (MNC/Govt/PSU),3.6,231251.18,0,0,1,0,0,0,1,21.81,639
STABLE,16131.41,43054,91111.94,Category A (MNC/Govt/PSU),0.46,1243.83,0,0,0,0,0,0,0,63.68,593
FLUCTUATING,23673.84,45933,54732.76,Category A (MNC/Govt/PSU),3.08,186180.31,2,0,3,0,1,1,3,21.46,612
FLUCTUATING,22180.52,48435,82641.54,Category A (MNC/Govt/PSU),7.63,206971.35,0,0,3,0,1,1,4,88.95,622
STABLE,44493.35,144450,263055.74,Category B (Private Ltd),2.6,182527.2,0,0,5,1,1,1,6,29.21,718
STABLE,32387.17,87509,174758.95,Category B (Private Ltd),5.19,2944.18,0,0,5,1,1,1,6,25.2,629
STABLE,133338.34,263801,436285.21,Category A (MNC/Govt/PSU),4.49,1155517.68,0,0,3,1,0,1,4,86.22,687
STABLE,120617.4,211174,478331.81,Category B (Private Ltd),0.26,607554.57,0,0,5,1,1,1,6,50.63,738
STABLE,120605.77,207872,253360.53,Category A (MNC/Govt/PSU),4.65,911212.38,1,0,5,1,1,1,6,75.98,685
STABLE,26919.76,89489,131538.34,Category B (Private Ltd),2.92,114899.52,0,0,4,0,1,1,4,23.3,730
STABLE,63108.55,171878,466476.77,Category C (Partnership/Proprietorship),0.35,507048.96,0,0,1,1,0,0,2,52.07,718
STABLE,27817.6,65939,77971.24,Category B (Private Ltd),12.18,78841.73,0,0,3,0,0,1,3,72.58,705
STABLE,80995.09,188279,483063.04,Category B (Private Ltd),6.73,700680.83,2,0,2,1,0,1,2,78.1,654
STABLE,27128.18,66928,87902.99,Category A (MNC/Govt/PSU),1.71,79520.77,2,0,0,0,0,0,0,70.1,606
STABLE,10253.34,33940,65855.35,Category C (Partnership/Proprietorship),1.7,85980.89,1,0,4,1,1,0,5,70.36,644
FLUCTUATING,133680.51,238936,554145.21,Category A (MNC/Govt/PSU),0.29,1001184.41,0,0,3,0,1,1,3,66.24,672
FLUCTUATING,7146.87,13178,35620.38,Category A (MNC/Govt/PSU),23.02,34646.73,0,0,0,0,0,0,0,90.07,597
STABLE,27073.89,60838,158660.36,Category C (Partnership/Proprietorship),1.97,1224.58,0,0,0,0,0,0,0,12.97,612
FLUCTUATING,87921.65,178138,386672.56,Category C (Partnership/Proprietorship),7.77,16003.75,0,0,5,1,1,1,5,19.48,602
STABLE,36308.35,61084,153590.88,Category A (MNC/Govt/PSU),4.94,103978.79,0,0,3,1,1,1,4,83.95,648
FLUCTUATING,23559.52,59609,152768.34,Category A (MNC/Govt/PSU),1.13,197327.13,3,0,4,1,1,0,5,66.5,524
FLUCTUATING,36773.03,78178,151974.2,Category A (MNC/Govt/PSU),3.25,287693.64,0,0,3,0,0,1,4,10.24,677
STABLE,65608.05,194958,351947.32,Category A (MNC/Govt/PSU),14.86,57775.52,2,0,5,1,1,1,6,12.77,657
UNSTABLE,65481.06,191401,546766.03,Category B (Private Ltd),0.48,899022.77,0,0,5,1,1,1,6,51.71,647
STABLE,69537.46,158537,447161.66,Category C (Partnership/Proprietorship),0.02,707305.06,0,0,0,0,0,0,1,69.93,690
STABLE,38519.78,125238,283695.64,Category A (MNC/Govt/PSU),3.7,366332.48,0,0,5,1,1,1,6,10.26,758
STABLE,55527.52,106388,187409.57,Category C (Partnership/Proprietorship),5.25,283003.53,0,0,5,1,1,1,6,64.43,690
STABLE,91386.86,211276,333200.02,Unlisted,14.41,374102.16,0,0,5,1,1,1,5,83.88,640
FLUCTUATING,21877.7,40166,107244.01,Unlisted,1.14,192042.67,0,0,4,1,1,1,4,40.98,618
FLUCTUATING,13201.61,35198,93679.2,Category B (Private Ltd),0.85,84734.6,0,0,2,1,0,1,3,49.4,654
STABLE,124179.72,228336,374627.0,Unlisted,2.68,908849.85,0,0,0,0,0,0,0,36.01,726
FLUCTUATING,48050.38,90945,181495.22,Category B (Private Ltd),2.07,148853.03,0,0,4,1,1,0,5,15.15,675
STABLE,54405.99,132449,353707.8,Unlisted,9.15,482464.69,0,0,5,1,1,1,6,85.09,629
STABLE,78471.86,197489,344548.89,Category C (Partnership/Proprietorship),0.45,962937.85,0,0,2,0,0,0,2,20.77,730
UNSTABLE,12034.63,21132,59757.88,Category A (MNC/Govt/PSU),4.64,12976.91,0,0,5,1,1,1,6,56.7,588
STABLE,98977.15,228948,354569.16,Category B (Private Ltd),4.08,240848.1,0,0,3,1,0,1,3,29.41,728
FLUCTUATING,41941.1,82957,90492.4,Category B (Private Ltd),6.95,342178.41,1,0,3,0,0,1,4,16.74,667
STABLE,20499.6,35393,100113.0,Unlisted,1.81,105402.37,0,0,1,0,0,1,1,21.32,692
STABLE,25718.55,74381,161818.37,Category B (Private Ltd),0.99,335718.52,0,0,0,0,0,0,0,62.94,697
UNSTABLE,15982.89,40444,113913.66,Category A (MNC/Govt/PSU),10.61,104850.73,0,0,1,0,0,0,2,33.35,675
FLUCTUATING,41451.57,81562,102779.51,Category A (MNC/Govt/PSU),2.75,269065.98,0,0,4,1,0,1,4,82.53,636
STABLE,85918.84,197816,345954.89,Category C (Partnership/Proprietorship),7.47,81085.5,0,0,3,0,1,1,3,40.59,697
FLUCTUATING,47873.21,91880,208868.06,Category C (Partnership/Proprietorship),0.45,162472.1,0,0,3,1,0,0,4,55.95,660
FLUCTUATING,36469.07,76838,122791.71,Category A (MNC/Govt/PSU),5.92,148163.43,0,0,4,1,1,0,4,83.27,613
STABLE,58722.1,98630,165898.62,Category B (Private Ltd),2.59,4581.1,0,0,3,0,1,1,3,34.86,622
STABLE,70267.7,227384,680099.02,Category A (MNC/Govt/PSU),7.26,539849.12,0,0,0,0,0,0,0,86.94,700
UNSTABLE,89060.4,208241,531249.85,Category C (Partnership/Proprietorship),6.5,675960.54,0,2,4,0,1,1,5,11.29,537
STABLE,40641.1,99971,272956.85,Category C (Partnership/Proprietorship),6.36,9912.19,0,0,4,0,1,1,4,69.02,641
STABLE,72144.99,129943,376195.67,Category C (Partnership/Proprietorship),4.14,137563.3,0,0,1,0,0,0,1,32.53,704
UNSTABLE,86080.23,162953,186993.13,Category B (Private Ltd),8.45,4913.65,0,0,3,1,1,0,4,45.65,572
FLUCTUATING,29511.67,85171,228574.52,Category B (Private Ltd),6.73,1973.52,0,0,0,0,0,0,1,30.75,603
STABLE,123134.74,214348,478118.09,Category B (Private Ltd),4.32,54468.93,1,0,0,0,0,0,1,52.72,706
UNSTABLE,97540.08,216355,261011.98,Unlisted,7.84,17603.4,0,0,0,0,0,0,0,66.62,550
STABLE,141219.51,267448,754729.61,Category A (MNC/Govt/PSU),4.13,811084.39,0,0,3,1,1,0,4,80.2,686
STABLE,40140.95,73117,85602.78,Category A (MNC/Govt/PSU),7.46,223104.38,0,0,4,0,1,1,5,32.3,765
STABLE,59903.44,162125,319219.46,Category A (MNC/Govt/PSU),1.16,759121.18,0,0,2,0,0,1,3,77.26,742
STABLE,36028.33,104385,161792.59,Category A (MNC/Govt/PSU),12.15,50674.48,1,0,0,0,0,0,1,59.84,714
STABLE,22615.83,42078,99928.18,Unlisted,2.18,79056.45,0,0,2,0,1,0,3,17.65,699
UNSTABLE,116051.86,254893,519075.8,Unlisted,8.99,6153.05,0,0,4,1,0,1,4,71.03,513
UNSTABLE,14672.36,28160,31056.44,Category C (Partnership/Proprietorship),8.27,1303.93,0,0,3,1,0,1,4,88.4,463
FLUCTUATING,116322.91,195131,270003.17,Category A (MNC/Govt/PSU),0.27,6741.33,0,0,2,0,1,1,2,56.4,590
UNSTABLE,55296.09,134588,143594.22,Unlisted,4.87,58398.6,0,0,3,0,0,1,4,26.92,600
STABLE,80378.25,242754,713796.92,Category C (Partnership/Proprietorship),0.78,915498.41,0,0,1,0,0,0,2,64.48,687
FLUCTUATING,39707.36,86973,121487.87,Category A (MNC/Govt/PSU),1.19,6535.21,0,0,5,1,1,1,6,31.31,617
FLUCTUATING,14125.17,46235,97876.83,Category C (Partnership/Proprietorship),0.6,74859.62,0,0,2,1,0,0,2,52.3,642
STABLE,74186.14,182020,256472.68,Category C (Partnership/Proprietorship),4.39,575457.21,0,0,3,0,0,1,4,48.17,747
STABLE,72742.16,167616,288600.83,Category A (MNC/Govt/PSU),1.67,104412.09,0,0,5,1,1,1,6,26.0,709
STABLE,18623.02,48864,58763.25,Category C (Partnership/Proprietorship),5.01,2939.81,0,0,5,1,1,1,5,36.48,633
STABLE,66372.4,137748,288315.64,Category C (Partnership/Proprietorship),1.54,13139.15,0,0,3,1,1,1,3,29.86,654
STABLE,84630.93,259754,535625.08,Unlisted,0.85,316867.6,2,0,2,1,0,0,3,77.73,576
STABLE,131470.35,272735,607111.19,Category B (Private Ltd),18.56,26239.13,0,0,1,1,0,0,2,85.81,623
STABLE,10209.35,22148,65786.95,Category A (MNC/Govt/PSU),0.1,45225.47,0,0,0,0,0,0,0,23.11,712
FLUCTUATING,116667.03,245602,726172.9,Category C (Partnership/Proprietorship),0.08,13246.86,0,0,4,0,1,1,5,84.65,524
STABLE,42725.75,106052,135564.21,Category B (Private Ltd),3.2,58265.99,0,0,1,1,0,0,2,34.74,727
FLUCTUATING,20948.24,53454,150692.71,Category A (MNC/Govt/PSU),11.3,1919.66,1,0,3,1,1,0,4,67.97,501
STABLE,41124.83,112026,231765.63,Category A (MNC/Govt/PSU),0.83,70465.07,0,0,2,1,0,0,2,80.12,649
FLUCTUATING,65659.67,214508,218782.23,Category C (Partnership/Proprietorship),4.94,564134.66,0,0,3,0,1,1,4,94.46,581
STABLE,109477.54,189406,440321.27,Category B (Private Ltd),0.32,584719.47,0,0,4,1,1,0,4,16.66,746
FLUCTUATING,29797.92,79932,142934.87,Category C (Partnership/Proprietorship),3.89,106587.79,0,0,1,0,1,0,2,47.25,622
STABLE,70565.11,143259,376232.86,Category C (Partnership/Proprietorship),3.49,14249.27,0,0,1,0,0,0,2,93.11,590
STABLE,64380.3,153647,216064.05,Category A (MNC/Govt/PSU),1.6,90304.79,0,0,4,1,0,1,5,61.14,708
STABLE,88246.3,201370,338891.75,Category C (Partnership/Proprietorship),1.48,726176.14,1,0,4,1,0,1,4,86.41,609
STABLE,39586.06,124179,302370.73,Category A (MNC/Govt/PSU),3.71,7591.63,0,0,2,0,1,1,3,24.3,688
FLUCTUATING,142832.79,261311,499928.02,Category A (MNC/Govt/PSU),2.29,692947.23,0,0,1,0,0,0,2,72.51,683
STABLE,8786.87,16818,34707.1,Unlisted,2.23,3492.45,0,0,0,0,0,0,1,71.51,592
STABLE,110249.45,209507,387915.03,Category B (Private Ltd),31.03,18083.8,0,0,1,1,0,0,2,67.39,670
STABLE,22731.36,45162,130827.14,Unlisted,1.41,168323.54,0,0,2,0,0,0,3,78.5,652
STABLE,10531.5,20364,56304.44,Unlisted,6.14,97592.43,0,0,5,1,1,1,5,23.48,642
FLUCTUATING,129687.1,243687,391205.66,Category A (MNC/Govt/PSU),7.97,21316.68,0,0,3,1,0,1,3,78.74,615
FLUCTUATING,92218.17,168131,288510.19,Category B (Private Ltd),2.46,15066.03,0,0,1,0,0,0,1,15.72,625
STABLE,46918.91,84379,218826.49,Category B (Private Ltd),7.71,383987.59,0,0,3,0,0,1,3,80.61,680
STABLE,30148.87,78580,218566.18,Category A (MNC/Govt/PSU),2.43,378997.12,0,0,3,1,0,1,3,31.61,750
STABLE,95836.29,251368,316800.56,Category C (Partnership/Proprietorship),1.96,710466.17,0,0,0,0,0,0,1,83.54,663
STABLE,119372.04,223502,314294.65,Category A (MNC/Govt/PSU),2.56,13510.84,0,0,1,1,0,0,1,80.15,597
FLUCTUATING,87491.47,222965,397132.66,Category A (MNC/Govt/PSU),0.17,2491.7,0,0,4,1,1,1,5,55.38,579
STABLE,55584.22,117413,186988.33,Category B (Private Ltd),4.6,455751.47,0,0,3,1,0,1,3,71.5,738
STABLE,111606.96,279389,425548.94,Category A (MNC/Govt/PSU),2.89,964684.06,0,0,3,1,1,0,4,15.08,741
FLUCTUATING,130890.98,280920,586914.49,Category A (MNC/Govt/PSU),1.31,516398.64,0,0,5,1,1,1,6,49.45,688
FLUCTUATING,49199.98,148909,212979.25,Category B (Private Ltd),18.33,695615.35,0,0,5,1,1,1,6,34.0,718
FLUCTUATING,46628.98,142499,295058.18,Category B (Private Ltd),0.09,276923.59,0,0,4,1,1,0,4,93.7,591
STABLE,94560.08,246733,435474.72,Category B (Private Ltd),6.73,461006.35,0,0,0,0,0,0,1,21.79,768
UNSTABLE,20216.04,34556,78859.06,Category B (Private Ltd),5.21,45594.06,0,0,2,1,0,0,2,70.89,600
STABLE,48630.95,111136,277413.34,Category A (MNC/Govt/PSU),0.17,468851.57,0,0,0,0,0,0,1,52.58,769
STABLE,7801.59,24465,62436.82,Category B (Private Ltd),4.36,82838.3,0,0,1,0,0,0,2,78.97,681
FLUCTUATING,77169.87,213205,579877.8,Category A (MNC/Govt/PSU),3.59,573512.38,0,0,0,0,0,0,0,66.02,683
STABLE,90248.7,285920,434075.91,Unlisted,13.11,311406.39,0,0,4,1,1,0,5,43.82,680
UNSTABLE,53345.03,147636,159750.78,Category C (Partnership/Proprietorship),8.78,677818.14,0,0,3,1,1,0,4,42.99,658
FLUCTUATING,99023.19,273165,489278.32,Category B (Private Ltd),7.77,1025381.61,0,0,5,1,1,1,5,80.1,622
STABLE,129634.06,216744,272445.29,Category B (Private Ltd),0.01,506055.36,0,0,4,1,1,0,5,87.2,645
STABLE,30002.86,69781,141513.93,Category A (MNC/Govt/PSU),8.02,185381.45,0,0,1,0,0,1,2,46.06,758
STABLE,50894.12,168547,342946.6,Category A (MNC/Govt/PSU),3.43,69122.64,0,0,1,1,0,0,2,61.3,705
STABLE,52278.23,95936,150711.64,Category B (Private Ltd),12.78,402034.6,0,0,3,1,1,0,4,16.2,754
STABLE,30160.16,92398,250619.87,Category C (Partnership/Proprietorship),2.33,387507.54,0,0,3,1,0,1,3,68.61,701
FLUCTUATING,23013.29,73079,107099.0,Category B (Private Ltd),4.38,274226.68,0,0,3,1,0,1,3,75.82,661
STABLE,14910.13,26927,28062.75,Category A (MNC/Govt/PSU),5.19,70616.06,0,0,1,0,0,0,2,27.92,742
UNSTABLE,12776.01,24765,56680.32,Category A (MNC/Govt/PSU),7.53,113959.68,0,0,4,1,0,1,4,49.96,631
FLUCTUATING,54447.95,165222,274618.11,Category A (MNC/Govt/PSU),0.67,495873.09,0,0,5,1,1,1,6,50.43,696
STABLE,121970.9,245376,551176.18,Category C (Partnership/Proprietorship),3.5,158020.77,0,0,4,1,1,0,4,48.51,690
STABLE,40381.63,76929,201585.71,Unlisted,18.41,224251.3,0,0,0,0,0,0,1,94.17,653
STABLE,6114.49,15939,22364.81,Category B (Private Ltd),1.28,40873.38,1,0,0,0,0,0,0,21.22,667
STABLE,36186.7,79253,227160.59,Category B (Private Ltd),3.3,378652.4,0,0,1,0,0,1,2,55.53,735
